Gene	GliNS1	G144	G166	G179	CB541	CB660
FLJ35867	3	1	3	5	3	4
FLJ35934	8	1	29	0	2	8
FLJ35946	0	0	1	4	0	0
FLJ35954	17	8	15	11	13	13
FLJ35976	5	7	49	36	1	8
FLJ36031	0	0	250	524	337	85
FLJ36032	0	0	0	0	9	5
FLJ36046	0	0	0	0	0	1
FLJ36070	14	4	5	10	0	16
FLJ36090	31	26	86	19	61	35
FLJ36116	0	3	7	0	0	0
FLJ36131	0	0	3	0	0	1
FLJ36166	48	49	80	378	72	49
FLJ36208	0	0	0	0	2	3
FLJ36268	63	41	69	26	29	47
FLJ36331	2	1	23	5	4	4
FLJ36445	0	0	1	0	0	1
FLJ36492	2	1	2	0	2	0
FLJ36665	22	21	20	51	58	18
FLJ36674	4	1	58	43	51	35
FLJ36748	1	2	2	0	2	2
FLJ36754	22	34	116	55	117	92
FLJ36779	0	2	5	10	0	6
FLJ36812	10	14	36	23	39	21
FLJ36870	6	5	3	6	0	1
FLJ36874	59	43	195	220	47	72
FLJ36888	3	1	8	0	15	2
FLJ36980	0	1	0	0	0	1
FLJ37034	5	0	3	0	0	3
FLJ37035	6	5	16	4	3	5
FLJ37078	3	0	17	0	0	1
FLJ37099	0	0	1	0	0	0
FLJ37131	9	5	2	0	0	2
FLJ37183	4	7	279	7	0	7
FLJ37201	4	1	4	17	20	3
FLJ37266	0	3	2	1	0	5
FLJ37300	62	51	158	9	36	54
FLJ37307	9	4	17	7	23	8
FLJ37357	1	3	4	4	0	2
FLJ37440	54	39	168	155	29	39
FLJ37448	0	0	3	4	0	4
FLJ37464	0	0	0	0	9	2
FLJ37478	81	20	7	0	56	50
FLJ37538	2	0	0	0	0	0
FLJ37543	1	2	0	7	2	1
FLJ37549	18	22	7	8	11	7
FLJ37562	318	248	557	361	1704	625
FLJ37644	0	0	0	0	8	0
FLJ37659	0	1	7	0	0	2
FLJ37673	4	9	1	6	0	1
FLJ37794	4	1	1	0	0	5
FLJ37874	8	1	36	25	29	15
FLJ37927	7	29	143	11	168	153
FLJ37953	63	46	153	90	102	62
FLJ37970	6	1	15	0	8	2
FLJ38101	26	13	74	97	69	28
FLJ38109	1	0	0	0	0	3
FLJ38144	11	8	18	25	4	4
FLJ38159	0	1	0	4	0	0
FLJ38281	12	3	15	18	27	3
FLJ38288	170	109	116	127	454	179
FLJ38335	0	0	0	0	2	4
FLJ38348	76	108	413	379	278	158
FLJ38359	0	0	0	0	7	0
FLJ38374	7	7	3	0	9	2
FLJ38426	38	38	188	151	175	152
FLJ38451	14	3	7	7	8	9
FLJ38482	40	26	88	14	15	38
FLJ38507	0	5	21	5	52	57
FLJ38508	58	25	154	26	26	17
FLJ38564	2	4	5	7	4	9
FLJ38628	4	1	4	1	1	0
FLJ38663	79	47	257	17	54	46
FLJ38705	4	7	5	15	11	4
FLJ38717	4	3	2	0	0	4
FLJ38723	0	0	0	0	1	0
FLJ38725	23	28	36	39	45	4
FLJ38753	0	0	6	0	0	0
FLJ38944	15	7	27	12	11	18
FLJ38964	2	0	0	0	0	1
FLJ38968	30	20	87	74	43	86
FLJ38969	14	6	2	15	8	5
FLJ38973	175	221	635	758	320	247
FLJ38984	72	65	32	49	137	23
FLJ38991	25	22	67	21	52	23
FLJ39061	0	4	0	0	0	0
FLJ39075	16	12	82	27	25	15
FLJ39155	1	1	0	0	4	5
FLJ39207	4	3	2	5	9	3
FLJ39237	18	8	3	0	3	0
FLJ39370	12	11	371	10	23	12
FLJ39378	38	40	137	19	81	73
FLJ39441	13	32	45	17	28	13
FLJ39502	0	0	0	0	0	3
FLJ39575	2	8	8	17	0	4
FLJ39582	4	1	5	2	9	6
FLJ39599	1	1	2	26	16	0
FLJ39609	2	1	1	0	0	2
FLJ39616	0	0	1	1	1	0
FLJ39630	1	0	2	0	0	0
FLJ39639	1	0	0	0	0	0
FLJ39647	5	4	37	14	1	18
FLJ39653	0	0	2	0	0	1
FLJ39660	12	22	11	14	16	5
FLJ39739	24	28	58	259	44	14
FLJ39743	0	0	0	0	1	0
FLJ39822	0	0	0	0	1	0
FLJ39824	0	0	2	1	1	1
FLJ39827	16	14	24	7	0	2
FLJ39963	73	110	76	58	5	6
FLJ40083	0	0	1	0	0	2
FLJ40089	1	1	1	0	19	2
FLJ40113	2	0	10	0	0	2
FLJ40125	3	4	7	0	0	0
FLJ40126	1	0	1	2	20	6
FLJ40137	24	16	27	41	86	46
FLJ40141	0	0	2	0	0	0
FLJ40142	62	106	75	33	140	40
FLJ40217	4	0	8	0	0	0
FLJ40288	0	0	0	0	0	1
FLJ40342	4	3	26	7	2	6
FLJ40343	0	0	4	8	1	0
FLJ40365	0	0	0	12	19	16
FLJ40411	1	2	2	16	3	4
FLJ40427	0	0	1	0	0	0
FLJ40432	138	131	236	285	397	320
FLJ40453	0	0	0	4	0	0
FLJ40473	0	0	0	0	3	0
FLJ40629	40	12	142	164	70	63
FLJ40722	0	0	2	0	0	1
FLJ40773	7	10	23	0	30	1
FLJ40852	2	2	0	0	3	1
FLJ40869	8	5	4	13	0	16
FLJ40873	1	0	0	0	2	0
FLJ41046	1	0	0	0	0	0
FLJ41130	2	0	0	0	0	1
FLJ41131	187	84	375	50	163	160
FLJ41238	1	0	11	0	9	0
FLJ41278	2	0	1	1	0	0
FLJ41287	2	2	2	0	21	1
FLJ41352	44	24	104	59	122	229
FLJ41603	4	3	7	47	13	7
FLJ41841	1	0	0	0	104	20
FLJ42094	0	0	0	8	0	0
FLJ42102	1	0	0	0	0	1
FLJ42117	0	2	0	1	0	0
FLJ42177	3	2	0	0	2	1
FLJ42258	0	0	1	0	0	0
FLJ42289	1	0	0	0	0	0
FLJ42393	3	4	2	2	1	0
FLJ42461	0	0	0	0	0	1
FLJ42486	0	0	0	0	0	2
FLJ42528	0	0	1	0	0	0
FLJ42654	0	0	0	0	1	0
FLJ42709	250	287	1111	1272	701	993
FLJ42875	2	6	0	0	0	5
FLJ42957	13	8	14	18	0	3
FLJ42986	0	0	6	58	0	3
FLJ43276	0	2	2	0	0	0
FLJ43339	29	41	273	38	87	6
FLJ43505	0	1	0	0	0	0
FLJ43654	8	8	6	16	39	24
FLJ43663	23	40	36	53	11	4
FLJ43692	0	0	1	0	0	0
FLJ43806	6	3	0	0	8	14
FLJ43855	0	0	2	0	0	0
FLJ43860	1	1	0	0	0	0
FLJ43870	0	0	0	0	0	1
FLJ44060	4	0	4	0	1	8
FLJ44216	0	0	81	71	18	32
FLJ44253	14	7	108	13	41	8
FLJ44290	0	2	3	0	0	1
FLJ44313	0	1	0	3	0	2
FLJ44635	0	0	2	0	66	10
FLJ44691	0	0	1	0	0	1
FLJ44796	6	1	21	20	3	4
FLJ44881	0	0	0	0	1	0
FLJ44896	0	0	1	0	0	0
FLJ44968	1	0	1	0	0	0
FLJ45079	1	3	10	0	9	3
FLJ45187	17	7	38	46	127	184
FLJ45202	0	0	0	4	0	0
FLJ45235	2	2	3	0	0	3
FLJ45244	21	34	61	27	8	18
FLJ45256	4	3	23	3	2	9
FLJ45273	2	4	31	88	68	25
FLJ45422	3	0	25	17	3	0
FLJ45445	0	0	1	0	0	0
FLJ45455	1	2	0	0	0	3
FLJ45459	5	11	54	5	42	3
FLJ45530	2	0	0	0	0	0
FLJ45537	17	2	23	18	27	21
FLJ45645	12	4	7	17	13	5
FLJ45651	0	0	0	0	1	0
FLJ45684	3	2	5	12	15	7
FLJ45686	0	0	0	0	0	33
FLJ45717	4	0	0	1	0	1
FLJ45803	3	0	0	0	0	0
FLJ45832	0	0	0	5	0	0
FLJ45850	6	4	13	5	6	8
FLJ45880	9	1	0	4	0	1
FLJ45909	7	2	63	49	0	6
FLJ45950	5	21	10	23	16	12
FLJ45966	6	1	15	10	1	13
FLJ46041	2	0	4	10	0	0
FLJ46061	23	9	13	4	44	43
FLJ46072	0	0	22	0	0	15
FLJ46082	3	21	4	6	23	1
FLJ46111	0	0	1	0	0	0
FLJ46154	0	0	0	1	0	0
FLJ46156	0	0	0	0	11	8
FLJ46230	1	1	1	2	3	1
FLJ46247	0	0	1	0	0	1
FLJ46266	0	0	1	0	0	0
FLJ46354	5	3	4	2	3	0
FLJ46358	2	0	2	0	0	0
FLJ46380	0	0	1	0	0	0
FLJ46385	35	10	30	28	8	9
FLJ46419	11	5	27	19	21	4
FLJ46481	0	0	0	0	1	0
FLJ46536	0	0	0	7	0	0
FLJ46675	0	0	1	0	0	0
FLJ46688	8	9	8	0	21	11
FLJ46838	2	0	0	0	7	6
FLJ46906	29	12	45	20	15	6
FLJ90013	61	43	118	98	44	49
FLJ90024	27	22	114	22	63	112
FLJ90036	18	19	69	41	65	30
FLJ90119	2	1	2	0	0	0
FLJ90165	26	6	24	0	1	10
FLJ90166	0	0	0	8	0	0
FLJ90396	50	60	112	6	20	4
FLJ90430	15	2	27	30	0	16
FLJ90575	3	1	2	0	17	15
FLJ90579	3	2	0	0	0	0
FLJ90586	0	0	1	0	0	0
FLJ90650	39	12	71	57	56	37
FLJ90652	51	12	55	19	32	52
FLJ90661	0	0	5	5	1	0
FLJ90680	0	0	1	0	0	0
FLJ90709	80	36	102	35	130	51
FLJ90723	5	0	4	13	1	3
FLJ90757	61	56	84	40	69	66
FLJ90834	0	0	0	0	1	0
FLN29	2	0	5	1	0	2
FLNA	489	146	1045	107	663	624
FLNB	15	7	98	174	152	165
FLNC	6	5	0	548	591	107
FLOT1	966	948	7185	1819	2570	370
FLOT2	92	68	187	60	607	95
FLRT1	76	34	13	3	13	33
FLRT2	5	11	0	0	0	31
FLRT3	534	162	9	65	271	135
FLT1	0	0	1	0	0	0
FLT3	0	0	0	0	0	1
FLT3LG	214	177	585	295	193	77
FLT4	2	4	9	26	23	13
FLVCR	2	2	22	5	22	15
FLYWCH1	76	80	596	298	388	133
FMN1	569	377	1550	1441	1291	914
FMN2	24	26	24	30	1	10
FMNL1	0	0	69	99	0	6
FMNL2	331	354	630	3225	2711	1094
FMNL3	130	81	63	271	30	64
FMO1	0	0	0	0	0	1
FMO2	0	4	0	0	0	2
FMO4	2	5	1	0	0	1
FMO5	0	4	4	0	0	0
FMOD	3	2	5	0	0	15
FMR1	114	89	413	330	358	282
FMR1NB	10	5	36	29	34	22
FMR2	1	0	0	0	0	3
FN1	274	289	297	1400	82	454
FN3K	9	6	115	0	43	22
FN3KRP	96	63	457	181	321	186
FN5	1	3	13	0	4	32
FNBP1	52	60	82	180	533	79
FNBP1L	181	95	381	328	486	506
FNBP3	28	39	100	76	151	48
FNBP4	34	53	195	19	73	60
FNDC1	0	0	0	0	0	12
FNDC3A	1155	1467	2923	1969	3371	2148
FNDC3B	264	157	313	548	558	122
FNDC4	164	93	497	385	777	391
FNDC5	3	0	4	0	21	49
FNDC6	0	0	1	0	0	0
FNTA	99	86	292	172	414	104
FNTB	47	41	67	163	155	80
FOLH1	0	16	0	0	1	23
FOLR1	0	1	17	0	4	4
FOS	251	240	218	40	140	131
FOSB	0	1	29	0	0	2
FOSL1	4	5	162	25	10	6
FOSL2	38	20	606	1026	191	48
FOXA1	0	0	0	15	0	6
FOXA3	17	8	1	0	0	0
FOXC1	8	14	146	109	0	29
FOXD1	22	23	87	70	31	28
FOXD3	1	1	6	0	0	2
FOXD4b	0	3	3	2	11	2
FOXF1	5	5	27	36	0	2
FOXF2	116	77	0	0	18	29
FOXG1B	337	197	133	126	0	35
FOXH1	0	3	3	11	5	4
FOXI1	0	0	3	5	0	0
FOXJ1	3	2	5	25	335	133
FOXJ2	91	77	295	92	54	92
FOXJ3	115	104	506	553	257	188
FOXK1	44	39	159	290	167	68
FOXK2	138	119	309	167	185	112
FOXL1	0	0	10	0	0	1
FOXL2	7	2	3	0	0	0
FOXM1	70	60	223	547	153	196
FOXN4	0	0	0	0	0	7
FOXO1A	86	50	62	9	2	29
FOXO3A	919	621	819	843	491	294
FOXO6	4	21	121	17	9	57
FOXP1	9	8	26	186	100	102
FOXP2	1	0	0	0	0	3
FOXP4	79	48	80	94	178	270
FOXQ1	0	0	0	0	52	9
FOXRED1	169	134	452	357	263	315
FPGS	37	19	69	77	58	73
FPGT	54	70	47	60	116	72
FPRL2	7	4	4	3	0	1
FRAG1	27	29	106	27	60	29
FRAP1	39	34	209	145	94	83
FRAS1	0	4	10	1	0	7
FRAT1	11	6	20	8	9	8
FRAT2	7	6	10	0	0	1
FRBZ1	6	5	11	0	4	4
FREB	321	250	3	0	0	0
FREM1	62	53	10	2	2	8
FREM2	857	1062	15	112	687	80
FREM3	3	4	0	6	1	6
FREQ	33	12	63	81	108	48
FRG1	65	61	295	49	56	84
FRG2	0	0	0	6	0	2
FRK	0	1	5	1	1	2
FRMD3	31	20	15	1	4	9
FRMD4A	102	93	82	365	846	170
FRMD4B	11	16	9	32	11	29
FRMD5	42	73	197	313	115	5
FRMD6	493	318	333	115	464	273
FRMPD2	0	0	2	0	1	2
FRS2	57	35	175	284	442	219
FRS3	10	14	27	4	16	9
FRY	1	6	9	0	27	6
FRYL	158	122	129	87	94	57
FRZB	44	92	62	38	10	118
FSCN1	3324	2684	3366	9386	10588	2440
FSCN2	0	0	1	0	0	1
FSD1	32	8	17	0	2	8
FSD1CL	5	4	3	6	1	3
FSD1NL	1	0	0	20	0	1
FSHPRH1	12	6	48	64	9	17
FSIP1	1	0	0	0	0	2
FSIP2	0	0	0	0	3	2
FST	520	306	336	50	44	109
FSTL1	69	44	98	179	180	351
FSTL3	11	2	135	1	0	6
FSTL4	33	30	72	147	60	71
FSTL5	1	2	2	7	9	7
FTCD	2	0	5	0	0	3
FTH1	14597	12164	38754	58197	68591	14215
FTHL17	0	0	1	0	0	0
FTL	1467	811	3635	147	1938	844
FTO	117	84	148	472	656	157
FTS	12	18	63	18	28	35
FTSJ1	120	135	364	257	114	114
FTSJ2	57	33	122	104	40	39
FTSJ3	70	108	316	1688	519	237
FUBP1	138	92	532	294	553	451
FUBP3	574	394	625	1161	2037	897
FUCA1	7	17	289	35	22	15
FUCA2	182	230	552	321	764	295
FUK	17	15	23	38	28	6
FUNDC1	34	51	191	199	67	59
FUNDC2	25	27	52	24	40	36
FURIN	31	32	334	177	119	171
FUS	3738	2566	1182	709	1990	2924
FUSIP1	343	312	1042	770	743	620
FUT1	0	0	1	0	0	0
FUT10	22	31	34	22	110	20
FUT11	122	127	103	15	13	15
FUT2	7	6	59	9	23	16
FUT3	1	4	11	0	7	0
FUT4	4	1	29	23	1	1
FUT5	0	0	0	0	0	1
FUT6	0	0	1	0	0	0
FUT8	568	588	1170	3366	122	176
FUT9	0	0	0	0	19	1
FVT1	409	582	2306	1423	1098	613
FXC1	51	28	54	45	91	31
FXN	57	129	56	98	178	58
FXR1	134	125	811	416	450	236
FXR2	25	9	46	0	16	21
FXYD1	129	318	0	0	0	2
FXYD2	2	1	0	5	0	4
FXYD3	59	78	0	0	0	0
FXYD5	25	1	795	0	1	9
FXYD6	67	61	0	0	62	64
FXYD7	1217	600	8	697	0	0
FY	0	1	0	0	0	0
FYB	0	1	0	1	0	0
FYCO1	21	16	101	117	201	64
FYN	713	766	411	519	1174	1004
FYTTD1	29	30	140	62	59	64
FZD1	30	28	26	66	210	211
FZD10	0	0	2	0	0	5
FZD2	40	29	25	0	52	120
FZD3	45	31	49	151	511	205
FZD4	17	6	5	5	19	10
FZD6	80	45	0	47	227	48
FZD7	48	24	191	1156	276	933
FZD8	399	239	15	35	111	490
FZD9	0	0	0	0	8	6
FZR1	118	148	460	467	474	249
G0S2	5	6	8	35	38	1
G10	452	414	1150	569	631	242
G1P2	76	61	378	535	69	34
G1P3	104	117	6726	4312	211	283
G2	97	61	1	28	110	24
G22P1	132	94	224	198	223	287
G30	0	0	1	0	0	0
G3BP	549	510	2607	1642	2570	707
G3BP2	484	347	523	306	766	371
G6PC	3	0	10	0	1	0
G6PC3	46	31	144	27	219	78
G6PD	67	44	443	226	265	93
GA17	9	3	25	16	30	20
GAA	206	152	178	57	120	42
GAB1	91	44	27	72	77	65
GAB2	195	91	86	52	132	49
GAB3	0	0	8	10	13	2
GABARAP	1984	2184	4024	1143	5418	2169
GABARAPL1	374	488	1474	1231	1002	443
GABARAPL2	167	104	646	588	776	459
GABBR1	65	47	21	12	115	49
GABBR2	0	0	8	0	3253	111
GABPA	73	67	65	90	114	75
GABPB2	42	28	112	123	63	112
GABRA1	0	0	1	0	0	0
GABRA2	0	0	0	0	0	1
GABRA4	0	0	0	1	0	0
GABRA5	7	3	0	0	1	59
GABRB1	0	0	0	0	0	1
GABRB2	0	2	0	0	0	2
GABRB3	19	10	16	17	0	17
GABRD	1	0	0	6	0	0
GABRE	0	0	0	1	0	0
GABRG1	0	0	3	0	0	0
GABRG3	0	0	0	1	0	1
GABRP	8	4	27	23	9	38
GABRR1	0	3	1	12	0	4
GABRR3	3	0	2	0	3	2
GAD1	88	143	97	27	23	133
GAD2	0	0	0	0	0	5
GADD45A	356	283	5979	1836	2095	349
GADD45B	51	44	428	46	27	23
GADD45G	0	0	9	0	0	3
GADD45GIP1	579	428	1361	192	600	524
GADL1	1	0	0	0	0	0
GAGED5	2	1	1	0	0	0
GAJ	19	22	105	96	47	64
GAK	98	48	212	103	271	130
GAL	0	0	36	148	0	0
GAL3ST1	13	7	1	0	0	2
GAL3ST2	2	0	0	11	7	1
GAL3ST3	5	4	0	2	9	40
GAL3ST4	126	70	72	252	563	223
GALC	58	51	64	66	149	47
GALE	25	15	142	18	26	31
GALGT	640	482	74	52	16	10
GALK1	24	13	71	6	25	28
GALK2	50	47	354	171	151	94
GALM	16	3	55	3	16	31
GALNAC4S-6ST	0	0	44	292	55	360
GALNACT-2	244	311	127	72	175	118
GALNS	29	14	21	6	29	15
GALNT1	165	147	151	301	749	291
GALNT10	122	134	394	681	3148	532
GALNT11	243	147	178	138	118	104
GALNT12	0	2	3	5	0	3
GALNT13	17	17	0	14	0	0
GALNT14	0	0	0	0	0	2
GALNT17	0	0	0	9	0	0
GALNT2	144	150	137	354	193	115
GALNT3	2	3	13	0	0	3
GALNT4	0	0	5	4	18	1
GALNT5	6	29	213	108	0	8
GALNT6	3	1	5	29	7	4
GALNT7	235	260	408	911	391	132
GALNT8	0	0	0	10	0	1
GALNT9	5	1	1	0	1	6
GALNTL1	570	378	1550	1448	1291	920
GALNTL2	53	50	19	22	4	10
GALNTL4	85	65	32	46	0	16
GALP	0	0	3	0	0	0
GALR1	58	55	0	0	0	0
GALR2	0	0	1	0	0	0
GALT	17	6	77	25	15	28
GAMT	121	39	252	29	103	80
GAN	2	5	32	24	1	5
GANAB	452	223	340	179	289	210
GAP43	406	410	50	1558	1726	344
GAPD	4073	3338	5340	11180	9868	3342
GAPDH	15651	11349	30007	51458	54912	12496
GAPDS	21	30	28	7	58	30
GAPVD1	27	30	179	134	78	66
GARNL1	134	94	243	238	299	198
GARNL3	20	14	14	20	11	25
GARNL4	5	3	18	2	5	6
GARS	225	153	1526	240	179	97
GART	198	305	845	1387	495	239
GAS1	187	171	46	147	0	125
GAS2	27	25	10	98	3	98
GAS2L1	77	39	106	102	195	79
GAS2L3	3	2	19	4	0	3
GAS5	1499	894	16703	3853	3658	2645
GAS6	2	0	418	23	8	60
GAS7	278	211	7	8	6	13
GAS8	11	5	37	92	44	27
GAST	0	0	2	0	0	0
GATA2	0	1	5	0	0	2
GATA3	3	8	6	1	3	0
GATA4	1	2	3	0	1	3
GATA6	0	0	0	8	0	2
GATAD1	154	236	443	360	221	92
GATAD2A	101	89	134	167	90	115
GATAD2B	0	0	1	0	0	0
GATM	415	410	62	1010	28	233
GATS	51	39	19	55	121	34
GBA	184	132	282	290	344	166
GBA2	344	332	844	1259	1490	400
GBAP	0	0	0	0	1	0
GBAS	200	158	872	535	550	462
GBE1	24	26	257	93	25	13
GBF1	178	147	382	523	455	97
GBGT1	0	0	9	1	0	8
GBL	193	80	134	58	188	192
GBP1	1	0	80	242	9	6
GBP2	0	2	648	868	45	4
GBP3	0	0	54	713	42	8
GBP4	7	1	41	289	2	5
GBP5	0	0	71	248	0	0
GBP6	0	0	1	0	0	0
GBX2	2	3	0	0	10	42
GC20	115	111	555	612	448	146
GCA	10	42	180	109	226	95
GCAT	14	2	42	0	8	0
GCC1	24	9	68	0	10	5
GCC2	23	22	37	27	18	9
GCDH	162	129	109	100	242	98
GCET2	0	0	2	0	3	3
GCG	0	0	0	1	4	2
GCH1	6	11	46	258	101	13
GCHFR	2	5	619	17	94	25
GCK	2	0	1	23	8	2
GCKR	0	0	4	0	3	1
GCL	1	5	12	0	12	2
GCLC	69	60	201	38	51	54
GCLM	26	59	698	224	129	52
GCM1	0	0	5	0	0	0
GCN1L1	43	44	195	83	103	96
GCN5L2	41	22	123	24	27	53
GCNT1	12	18	110	87	9	12
GCNT2	10	16	59	27	102	15
GCNT3	0	0	0	0	0	1
Gcom1	28	20	71	6	50	10
GCS1	42	34	106	92	22	21
GCSH	134	108	178	800	487	300
GDA	0	0	69	4	0	0
GDAP1	22	22	19	100	212	59
GDAP1L1	1	0	0	0	0	6
GDAP2	12	14	37	24	20	11
GDEP	0	0	0	0	4	0
GDF10	0	4	0	0	0	14
GDF11	22	11	33	33	60	30
GDF15	165	678	2230	109	25	54
GDF5	0	0	8	0	1	1
GDF6	0	0	5	5	5	0
GDF8	0	0	0	0	0	2
GDF9	0	0	3	0	0	1
GDI1	570	521	798	1135	4231	453
GDI2	31	26	74	36	68	43
GDPD1	50	103	38	131	15	14
GDPD2	15	18	0	5	140	71
GDPD3	4	4	13	10	11	14
GDPD5	2	2	3	0	0	10
GEFT	583	198	43	62	10	47
GEM	41	30	56	655	20	4
GEMIN4	75	80	105	205	121	90
GEMIN5	98	61	285	177	215	122
GEMIN6	38	44	109	74	19	39
GEMIN7	63	46	46	30	44	79
GENX-3414	71	45	184	116	59	26
GFAP	295	171	1	104	1	7
GFER	61	27	182	87	214	72
GFI1	0	0	3	2	0	0
GFI1B	2	0	0	0	0	0
GFM1	122	115	152	60	114	49
GFM2	57	54	345	145	177	65
GFOD1	2	0	3	0	0	0
GFPT1	53	64	200	51	64	74
GFPT2	14	10	326	313	0	67
GFRA1	15	16	14	48	47	36
GFRA2	47	4	0	0	0	0
GFRA3	6	2	11	6	0	3
GGA1	109	42	67	39	78	49
GGA2	81	57	121	43	59	88
GGA3	11	9	37	17	18	6
GGCX	98	60	258	220	290	116
GGH	703	439	12061	5068	645	1136
GGN	17	10	16	28	56	28
GGPS1	131	183	444	121	378	99
GGT1	0	0	4	0	5	5
GGTA1	0	0	0	0	0	2
GGTL3	88	37	80	21	58	21
GGTLA1	0	0	8	0	0	3
GHITM	530	495	1906	839	961	513
GHR	4	0	11	1	2	10
GHRHR	0	1	1	0	1	0
GHRL	2	0	1	3	5	3
GIMAP1	0	0	1	0	0	0
GIMAP2	4	3	4	22	0	0
GIMAP5	0	0	2	0	0	0
GIMAP8	0	0	0	0	0	1
GIOT-1	64	20	121	16	55	36
GIPC1	1266	1382	7185	3008	3551	1755
GIPC2	0	0	3	26	0	0
GIPR	1	0	2	0	0	0
GIT1	37	8	119	6	75	39
GIT2	32	37	76	136	230	62
GIYD2	337	325	806	2029	707	229
GJA1	227	82	1076	115	9917	1067
GJA10	1	3	1	0	21	0
GJA12	0	0	0	0	1	0
GJA5	1	0	0	0	0	1
GJA7	70	36	41	141	153	226
GJB1	1	4	0	0	0	0
GJB2	1	0	21	430	0	38
GJB3	0	0	2	0	0	0
GJB5	0	1	0	0	0	0
GJB6	0	0	1	0	1	1
GJC1	4	12	7	44	0	5
GK	37	50	107	86	23	21
GK001	69	115	193	263	296	112
GKAP1	0	4	90	4	17	10
GLA	11	4	22	3	0	4
GLB1	323	285	1693	1065	836	601
GLB1L	165	87	293	81	140	155
GLCCI1	160	74	130	43	67	101
GLCE	14	33	10	27	29	16
GLDC	7	9	14	28	62	25
GLE1L	101	174	310	465	368	117
GLG1	234	176	259	148	110	65
GLI1	88	69	2	0	0	13
GLI2	5	19	0	9	0	77
GLI3	15	27	19	6	29	9
GLI4	5	4	21	32	14	29
GLIPR1	22	18	80	31	84	18
GLIS1	0	0	3	0	0	0
GLIS2	54	45	440	381	201	250
GLIS3	202	125	284	329	446	349
GLMN	19	24	52	20	22	38
GLO1	213	130	1353	971	682	370
GLRA2	13	10	0	0	0	0
GLRA3	0	0	0	0	0	1
GLRB	40	55	218	43	14	24
GLRX	28	45	847	242	102	30
GLRX2	101	127	1014	342	250	76
GLRX5	91	73	325	287	173	222
GLS	160	267	305	33	146	47
GLS2	0	0	11	14	0	6
GLT1D1	0	0	1	0	0	3
GLT25D1	326	160	597	194	263	67
GLT25D2	89	52	24	20	154	54
GLT28D1	33	40	64	19	84	10
GLT8D1	341	330	277	661	485	221
GLT8D2	19	46	37	53	55	89
GLT8D3	15	8	50	17	13	40
GLTP	194	110	224	36	65	69
GLTSCR1	72	47	53	13	78	22
GLTSCR2	13	0	22	1	6	2
GLUD1	1449	1465	4703	3793	5593	2166
GLUD2	7	14	55	11	163	32
GLUL	2172	2143	1991	3115	3615	1438
GLULD1	0	0	1	1	0	0
GLYATL1	1	0	0	0	0	0
GLYATL2	27	5	0	0	27	53
GLYCTK	2248	1505	6377	6433	4420	4266
gm117	1	6	16	8	0	1
GM2A	140	150	141	152	595	254
GMCL1	7	18	29	29	38	10
GMCL1L	11	7	28	0	5	5
GMDS	20	16	169	48	18	58
GMEB1	85	39	205	18	22	40
GMEB2	85	35	313	67	275	136
GMFB	350	240	588	473	1457	829
GMFG	0	4	5	2	11	0
GMIP	91	34	62	32	83	29
GMNN	200	219	1894	987	692	612
GMPPA	90	48	105	63	140	44
GMPPB	10	15	57	18	30	6
GMPR	62	66	39	31	4	6
GMPR2	66	48	193	159	236	107
GMPS	56	57	189	115	143	156
GMRP-1	10	14	24	23	23	8
GNA11	156	86	204	111	203	49
GNA12	307	244	609	274	563	271
GNA13	145	98	602	247	573	266
GNA14	2	0	0	0	7	3
GNA15	0	0	2	0	0	0
GNAI1	102	75	67	62	103	81
GNAI2	3282	2860	7036	4076	13026	3776
GNAI3	151	156	713	694	512	264
GNAL	0	1	2	1	0	5
GNAO1	17	7	0	3	0	14
GNAQ	400	433	599	916	1363	397
GNAS	1173	964	2797	2425	1528	3030
GNAT2	0	0	2	4	0	0
GNAZ	46	34	7	79	107	61
GNB1	485	336	937	790	721	636
GNB2	449	169	1149	121	927	263
GNB2L1	1616	1288	8919	1118	2514	2427
GNB3	25	11	59	22	90	47
GNB4	19	26	28	15	12	16
GNB5	16	17	122	21	70	38
GNE	146	193	953	660	445	258
GNG10	465	574	2103	1861	1613	914
GNG11	298	149	465	1308	6563	916
GNG12	1248	1097	1764	1395	7828	865
GNG2	1098	704	66	1166	2032	1247
GNG3	1	0	0	4	6	6
GNG4	192	144	533	39	734	105
GNG5	711	856	3360	3997	3385	1299
GNG7	284	151	18	19	165	32
GNG8	5	5	0	0	0	1
GNGT1	0	0	1	24	0	1
GNL1	28	34	54	52	65	72
GNL2	39	13	197	1	2	16
GNL3	217	157	2171	718	339	340
GNL3L	127	173	97	262	106	53
GNMT	2	3	7	0	0	2
GNPAT	52	45	118	138	48	119
GNPDA1	625	589	1902	1089	1990	1075
GNPDA2	53	39	139	90	99	55
GNPNAT1	34	25	252	142	178	85
GNPTAB	37	98	52	88	93	68
GNPTG	415	364	524	1181	1191	664
GNRH1	2	8	31	15	11	10
GNRH2	0	0	3	0	3	0
GNRHR	1	0	1	0	2	1
GNRHR2	1	2	2	0	5	13
GNS	369	411	633	3419	1408	800
GOLGA1	104	117	316	337	296	154
GOLGA2	59	27	283	69	46	52
GOLGA3	864	567	1984	157	943	1617
GOLGA4	188	164	676	1277	488	184
GOLGA5	49	27	177	59	111	33
GOLGA7	218	228	469	221	538	240
GOLGA8B	9	49	78	44	33	44
